SKU,Product Code,Product Name,Product description,Quantity On Hand ,Value
PK2700,Bori,Khalli walli,Altaf bhai ki signature bori,21,93
PK3253,Bori,Khalli walli,Altaf bhai ki signature bori,23,53
PK2702,Bori,Khalli walli,Altaf bhai ki signature bori,32,74
PK5546,Bori,Khalli walli,Altaf bhai ki signature bori,20,39
PK3038,Bori,Khalli walli,Altaf bhai ki signature bori,45,63
PK4976,Bori,Khalli walli,Altaf bhai ki signature bori,49,27
PK3514,Bori,Khalli walli,Altaf bhai ki signature bori,23,44
PK4977,Bori,Khalli walli,Altaf bhai ki signature bori,27,77
PK4524,Bori,Khalli walli,Altaf bhai ki signature bori,31,24
PK5275,Bori,Khalli walli,Altaf bhai ki signature bori,20,38
PK2976,Bori,Khalli walli,Altaf bhai ki signature bori,39,69
PK1344,Bori,Khalli walli,Altaf bhai ki signature bori,57,21
PK2947,Bori,Khalli walli,Altaf bhai ki signature bori,25,88
PK4526,Bori,Khalli walli,Altaf bhai ki signature bori,31,25
PK5497,Bori,Khalli walli,Altaf bhai ki signature bori,60,56
PK2024,Bori,Khalli walli,Altaf bhai ki signature bori,26,60
PK1845,Bori,Khalli walli,Altaf bhai ki signature bori,55,41
PK2103,Bori,Khalli walli,Altaf bhai ki signature bori,38,51
PK2424,Bori,Khalli walli,Altaf bhai ki signature bori,52,97
PK4864,Bori,Khalli walli,Altaf bhai ki signature bori,29,95
PK2940,Bori,Khalli walli,Altaf bhai ki signature bori,20,30
PK3563,Bori,Khalli walli,Altaf bhai ki signature bori,53,40
PK4415,Bori,Khalli walli,Altaf bhai ki signature bori,24,82
PK3515,Bori,Khalli walli,Altaf bhai ki signature bori,27,61
PK2023,Bori,Khalli walli,Altaf bhai ki signature bori,44,72
PK1236,Bori,Khalli walli,Altaf bhai ki signature bori,39,43
PK2569,Bori,Khalli walli,Altaf bhai ki signature bori,40,35
PK4503,Bori,Khalli walli,Altaf bhai ki signature bori,52,92
PK3572,Bori,Khalli walli,Altaf bhai ki signature bori,20,86
PK2637,Bori,Khalli walli,Altaf bhai ki signature bori,51,23
PK1557,Bori,Khalli walli,Altaf bhai ki signature bori,21,76
PK5148,Bori,Khalli walli,Altaf bhai ki signature bori,42,57
PK4931,Bori,Khalli walli,Altaf bhai ki signature bori,52,65
PK2409,Bori,Khalli walli,Altaf bhai ki signature bori,34,45
PK1946,Bori,Khalli walli,Altaf bhai ki signature bori,42,98
PK4189,Bori,Khalli walli,Altaf bhai ki signature bori,40,63
PK2031,Bori,Khalli walli,Altaf bhai ki signature bori,24,37
PK3400,Bori,Khalli walli,Altaf bhai ki signature bori,42,39
PK1983,Bori,Khalli walli,Altaf bhai ki signature bori,57,54
PK2459,Bori,Khalli walli,Altaf bhai ki signature bori,36,98
PK1418,Bori,Khalli walli,Altaf bhai ki signature bori,57,85
PK1790,Bori,Khalli walli,Altaf bhai ki signature bori,32,29
PK1262,Bori,Khalli walli,Altaf bhai ki signature bori,41,35
PK3473,Bori,Khalli walli,Altaf bhai ki signature bori,31,43
PK4870,Bori,Khalli walli,Altaf bhai ki signature bori,54,55
PK4746,Bori,Khalli walli,Altaf bhai ki signature bori,24,43
PK2268,Bori,Khalli walli,Altaf bhai ki signature bori,23,68
PK1904,Bori,Khalli walli,Altaf bhai ki signature bori,39,99
PK1662,Bori,Khalli walli,Altaf bhai ki signature bori,57,33
PK2591,Bori,Khalli walli,Altaf bhai ki signature bori,50,38
PK2340,Bori,Khalli walli,Altaf bhai ki signature bori,32,48
PK3421,Bori,Khalli walli,Altaf bhai ki signature bori,42,38
PK3019,Bori,Khalli walli,Altaf bhai ki signature bori,29,93
PK4728,Bori,Khalli walli,Altaf bhai ki signature bori,48,43
PK5230,Bori,Khalli walli,Altaf bhai ki signature bori,43,51
PK2508,Bori,Khalli walli,Altaf bhai ki signature bori,36,90
PK1941,Bori,Khalli walli,Altaf bhai ki signature bori,36,44
PK3794,Bori,Khalli walli,Altaf bhai ki signature bori,40,36
PK1824,Bori,Khalli walli,Altaf bhai ki signature bori,59,37
PK1789,Bori,Khalli walli,Altaf bhai ki signature bori,56,50
PK3295,Bori,Khalli walli,Altaf bhai ki signature bori,55,60
PK4256,Bori,Khalli walli,Altaf bhai ki signature bori,38,88
PK1501,Bori,Khalli walli,Altaf bhai ki signature bori,54,53
PK3843,Bori,Khalli walli,Altaf bhai ki signature bori,38,74
PK4928,Bori,Khalli walli,Altaf bhai ki signature bori,46,30
PK5511,Bori,Khalli walli,Altaf bhai ki signature bori,49,56
PK2698,Bori,Khalli walli,Altaf bhai ki signature bori,34,99
PK3296,Bori,Khalli walli,Altaf bhai ki signature bori,49,44
PK2602,Bori,Khalli walli,Altaf bhai ki signature bori,52,47
PK4875,Bori,Khalli walli,Altaf bhai ki signature bori,59,49
PK5192,Bori,Khalli walli,Altaf bhai ki signature bori,21,47
PK3049,Bori,Khalli walli,Altaf bhai ki signature bori,58,82
PK2871,Bori,Khalli walli,Altaf bhai ki signature bori,38,68
PK3908,Bori,Khalli walli,Altaf bhai ki signature bori,42,51
PK1738,Bori,Khalli walli,Altaf bhai ki signature bori,31,83
PK4396,Bori,Khalli walli,Altaf bhai ki signature bori,47,27
PK3941,Bori,Khalli walli,Altaf bhai ki signature bori,24,84
PK3281,Bori,Khalli walli,Altaf bhai ki signature bori,32,80
PK4311,Bori,Khalli walli,Altaf bhai ki signature bori,44,47
PK4862,Bori,Khalli walli,Altaf bhai ki signature bori,44,55
PK3356,Bori,Khalli walli,Altaf bhai ki signature bori,27,45
PK1931,Bori,Khalli walli,Altaf bhai ki signature bori,42,66
PK4140,Bori,Khalli walli,Altaf bhai ki signature bori,58,58
PK4683,Bori,Khalli walli,Altaf bhai ki signature bori,56,29
PK1437,Bori,Khalli walli,Altaf bhai ki signature bori,42,47
PK4328,Bori,Khalli walli,Altaf bhai ki signature bori,33,71
PK3293,Bori,Khalli walli,Altaf bhai ki signature bori,58,92
PK3618,Bori,Khalli walli,Altaf bhai ki signature bori,26,99
PK4434,Bori,Khalli walli,Altaf bhai ki signature bori,48,23
PK3385,Bori,Khalli walli,Altaf bhai ki signature bori,24,25
PK5232,Bori,Khalli walli,Altaf bhai ki signature bori,29,20
PK3725,Bori,Khalli walli,Altaf bhai ki signature bori,59,59
PK3874,Bori,Khalli walli,Altaf bhai ki signature bori,49,34
PK4058,Bori,Khalli walli,Altaf bhai ki signature bori,25,41
PK3141,Bori,Khalli walli,Altaf bhai ki signature bori,36,27
PK4086,Bori,Khalli walli,Altaf bhai ki signature bori,46,78
PK2742,Bori,Khalli walli,Altaf bhai ki signature bori,22,45
PK3437,Bori,Khalli walli,Altaf bhai ki signature bori,34,52
PK4158,Bori,Khalli walli,Altaf bhai ki signature bori,44,83
PK2839,Bori,Khalli walli,Altaf bhai ki signature bori,22,33
PK4737,Bori,Khalli walli,Altaf bhai ki signature bori,30,45
PK2153,Bori,Khalli walli,Altaf bhai ki signature bori,50,76
PK4319,Bori,Khalli walli,Altaf bhai ki signature bori,57,50
PK2734,Bori,Khalli walli,Altaf bhai ki signature bori,37,47
PK1532,Bori,Khalli walli,Altaf bhai ki signature bori,52,53
PK2152,Bori,Khalli walli,Altaf bhai ki signature bori,55,58
PK4257,Bori,Khalli walli,Altaf bhai ki signature bori,24,44
PK5405,Bori,Khalli walli,Altaf bhai ki signature bori,31,26
PK2156,Bori,Khalli walli,Altaf bhai ki signature bori,47,54
PK3125,Bori,Khalli walli,Altaf bhai ki signature bori,26,41
PK4855,Bori,Khalli walli,Altaf bhai ki signature bori,60,37
PK4320,Bori,Khalli walli,Altaf bhai ki signature bori,55,50
PK1517,Bori,Khalli walli,Altaf bhai ki signature bori,46,52
PK1419,Bori,Khalli walli,Altaf bhai ki signature bori,60,29
PK2891,Bori,Khalli walli,Altaf bhai ki signature bori,51,72
PK5521,Bori,Khalli walli,Altaf bhai ki signature bori,36,67
PK3792,Bori,Khalli walli,Altaf bhai ki signature bori,44,76
PK2844,Bori,Khalli walli,Altaf bhai ki signature bori,53,35
PK4177,Bori,Khalli walli,Altaf bhai ki signature bori,47,23
PK2736,Bori,Khalli walli,Altaf bhai ki signature bori,36,72
PK5269,Bori,Khalli walli,Altaf bhai ki signature bori,23,43
PK3900,Bori,Khalli walli,Altaf bhai ki signature bori,50,56
PK1205,Bori,Khalli walli,Altaf bhai ki signature bori,60,33
PK3362,Bori,Khalli walli,Altaf bhai ki signature bori,27,60
PK3285,Bori,Khalli walli,Altaf bhai ki signature bori,52,68
PK3539,Bori,Khalli walli,Altaf bhai ki signature bori,21,42
PK4519,Bori,Khalli walli,Altaf bhai ki signature bori,24,60
PK1988,Bori,Khalli walli,Altaf bhai ki signature bori,41,53
PK2680,Bori,Khalli walli,Altaf bhai ki signature bori,24,31
PK3422,Bori,Khalli walli,Altaf bhai ki signature bori,54,32
PK5407,Bori,Khalli walli,Altaf bhai ki signature bori,42,68
PK4685,Bori,Khalli walli,Altaf bhai ki signature bori,51,49
PK4451,Bori,Khalli walli,Altaf bhai ki signature bori,32,73
PK3507,Bori,Khalli walli,Altaf bhai ki signature bori,30,37
PK4161,Bori,Khalli walli,Altaf bhai ki signature bori,51,81
PK3396,Bori,Khalli walli,Altaf bhai ki signature bori,20,70
PK3458,Bori,Khalli walli,Altaf bhai ki signature bori,55,79
PK2660,Bori,Khalli walli,Altaf bhai ki signature bori,28,24
PK1291,Bori,Khalli walli,Altaf bhai ki signature bori,52,79
PK1634,Bori,Khalli walli,Altaf bhai ki signature bori,37,91
PK1266,Bori,Khalli walli,Altaf bhai ki signature bori,59,69
PK4720,Bori,Khalli walli,Altaf bhai ki signature bori,30,48
PK4171,Bori,Khalli walli,Altaf bhai ki signature bori,42,99
PK4449,Bori,Khalli walli,Altaf bhai ki signature bori,42,60
PK1415,Bori,Khalli walli,Altaf bhai ki signature bori,53,22
PK1292,Bori,Khalli walli,Altaf bhai ki signature bori,42,28
PK4162,Bori,Khalli walli,Altaf bhai ki signature bori,26,30
PK1325,Bori,Khalli walli,Altaf bhai ki signature bori,51,20
PK1175,Bori,Khalli walli,Altaf bhai ki signature bori,40,100
PK1439,Bori,Khalli walli,Altaf bhai ki signature bori,52,79
PK5425,Bori,Khalli walli,Altaf bhai ki signature bori,54,56
PK5127,Bori,Khalli walli,Altaf bhai ki signature bori,36,23
PK5223,Bori,Khalli walli,Altaf bhai ki signature bori,40,63
PK5347,Bori,Khalli walli,Altaf bhai ki signature bori,25,73
PK2126,Bori,Khalli walli,Altaf bhai ki signature bori,42,78
PK2038,Bori,Khalli walli,Altaf bhai ki signature bori,26,93
PK3237,Bori,Khalli walli,Altaf bhai ki signature bori,22,32
PK2987,Bori,Khalli walli,Altaf bhai ki signature bori,27,57
PK2663,Bori,Khalli walli,Altaf bhai ki signature bori,53,81
PK2131,Bori,Khalli walli,Altaf bhai ki signature bori,22,74
PK1557,Bori,Khalli walli,Altaf bhai ki signature bori,57,54
PK4642,Bori,Khalli walli,Altaf bhai ki signature bori,59,92
PK1833,Bori,Khalli walli,Altaf bhai ki signature bori,35,90
PK2264,Bori,Khalli walli,Altaf bhai ki signature bori,42,68
PK2101,Bori,Khalli walli,Altaf bhai ki signature bori,36,43
PK1344,Bori,Khalli walli,Altaf bhai ki signature bori,27,38
PK2296,Bori,Khalli walli,Altaf bhai ki signature bori,56,56
PK3843,Bori,Khalli walli,Altaf bhai ki signature bori,47,26
PK5242,Bori,Khalli walli,Altaf bhai ki signature bori,20,68
PK2339,Bori,Khalli walli,Altaf bhai ki signature bori,44,65
PK3157,Bori,Khalli walli,Altaf bhai ki signature bori,35,31
PK4395,Bori,Khalli walli,Altaf bhai ki signature bori,26,79
PK5486,Bori,Khalli walli,Altaf bhai ki signature bori,38,34
PK3020,Bori,Khalli walli,Altaf bhai ki signature bori,26,34
PK3876,Bori,Khalli walli,Altaf bhai ki signature bori,45,66
PK3331,Bori,Khalli walli,Altaf bhai ki signature bori,25,73
PK4919,Bori,Khalli walli,Altaf bhai ki signature bori,43,30
PK1978,Bori,Khalli walli,Altaf bhai ki signature bori,55,33
PK2772,Bori,Khalli walli,Altaf bhai ki signature bori,58,35
PK5072,Bori,Khalli walli,Altaf bhai ki signature bori,33,65
PK4884,Bori,Khalli walli,Altaf bhai ki signature bori,20,68
PK2541,Bori,Khalli walli,Altaf bhai ki signature bori,39,66
PK1884,Bori,Khalli walli,Altaf bhai ki signature bori,36,81
PK4076,Bori,Khalli walli,Altaf bhai ki signature bori,31,98
PK2860,Bori,Khalli walli,Altaf bhai ki signature bori,29,27
PK2339,Bori,Khalli walli,Altaf bhai ki signature bori,33,97
PK1883,Bori,Khalli walli,Altaf bhai ki signature bori,36,68
PK3317,Bori,Khalli walli,Altaf bhai ki signature bori,51,92
PK1608,Bori,Khalli walli,Altaf bhai ki signature bori,31,90
PK4250,Bori,Khalli walli,Altaf bhai ki signature bori,54,61
PK2205,Bori,Khalli walli,Altaf bhai ki signature bori,49,47
PK2419,Bori,Khalli walli,Altaf bhai ki signature bori,29,55
PK4844,Bori,Khalli walli,Altaf bhai ki signature bori,25,55
PK2080,Bori,Khalli walli,Altaf bhai ki signature bori,52,33
PK2542,Bori,Khalli walli,Altaf bhai ki signature bori,45,57
PK5350,Bori,Khalli walli,Altaf bhai ki signature bori,52,35
PK1248,Bori,Khalli walli,Altaf bhai ki signature bori,33,98
PK1231,Bori,Khalli walli,Altaf bhai ki signature bori,32,51
PK3081,Bori,Khalli walli,Altaf bhai ki signature bori,54,31
PK2875,Bori,Khalli walli,Altaf bhai ki signature bori,50,24
PK4431,Bori,Khalli walli,Altaf bhai ki signature bori,47,79
PK1119,Bori,Khalli walli,Altaf bhai ki signature bori,49,22
PK4819,Bori,Khalli walli,Altaf bhai ki signature bori,34,42
PK5085,Bori,Khalli walli,Altaf bhai ki signature bori,60,89
PK4230,Bori,Khalli walli,Altaf bhai ki signature bori,50,37
PK1849,Bori,Khalli walli,Altaf bhai ki signature bori,38,36
PK5437,Bori,Khalli walli,Altaf bhai ki signature bori,60,55
PK2656,Bori,Khalli walli,Altaf bhai ki signature bori,43,64
PK2437,Bori,Khalli walli,Altaf bhai ki signature bori,32,93
PK2130,Bori,Khalli walli,Altaf bhai ki signature bori,58,100
PK3098,Bori,Khalli walli,Altaf bhai ki signature bori,59,60
PK5254,Bori,Khalli walli,Altaf bhai ki signature bori,23,91
PK4199,Bori,Khalli walli,Altaf bhai ki signature bori,23,20
PK2415,Bori,Khalli walli,Altaf bhai ki signature bori,33,26
PK3745,Bori,Khalli walli,Altaf bhai ki signature bori,40,46
PK2044,Bori,Khalli walli,Altaf bhai ki signature bori,24,78
PK5414,Bori,Khalli walli,Altaf bhai ki signature bori,22,96
PK2459,Bori,Khalli walli,Altaf bhai ki signature bori,34,82
PK5444,Bori,Khalli walli,Altaf bhai ki signature bori,60,56
PK2367,Bori,Khalli walli,Altaf bhai ki signature bori,27,88
PK1268,Bori,Khalli walli,Altaf bhai ki signature bori,25,28
PK3006,Bori,Khalli walli,Altaf bhai ki signature bori,43,66
PK4534,Bori,Khalli walli,Altaf bhai ki signature bori,20,32
PK5302,Bori,Khalli walli,Altaf bhai ki signature bori,56,75
PK5457,Bori,Khalli walli,Altaf bhai ki signature bori,60,87
PK3547,Bori,Khalli walli,Altaf bhai ki signature bori,33,67
PK2160,Bori,Khalli walli,Altaf bhai ki signature bori,34,45
PK5262,Bori,Khalli walli,Altaf bhai ki signature bori,50,35
PK2885,Bori,Khalli walli,Altaf bhai ki signature bori,59,95
PK3981,Bori,Khalli walli,Altaf bhai ki signature bori,52,53
PK4236,Bori,Khalli walli,Altaf bhai ki signature bori,32,96
PK1758,Bori,Khalli walli,Altaf bhai ki signature bori,44,47
PK2466,Bori,Khalli walli,Altaf bhai ki signature bori,24,76
PK4061,Bori,Khalli walli,Altaf bhai ki signature bori,21,92
PK2897,Bori,Khalli walli,Altaf bhai ki signature bori,30,25
PK3255,Bori,Khalli walli,Altaf bhai ki signature bori,33,64
PK3832,Bori,Khalli walli,Altaf bhai ki signature bori,54,34
PK1502,Bori,Khalli walli,Altaf bhai ki signature bori,40,30
PK2270,Bori,Khalli walli,Altaf bhai ki signature bori,40,54
PK5035,Bori,Khalli walli,Altaf bhai ki signature bori,59,48
PK3889,Bori,Khalli walli,Altaf bhai ki signature bori,25,64
PK3553,Bori,Khalli walli,Altaf bhai ki signature bori,35,57
PK1365,Bori,Khalli walli,Altaf bhai ki signature bori,29,35
PK2990,Bori,Khalli walli,Altaf bhai ki signature bori,27,68
PK3365,Bori,Khalli walli,Altaf bhai ki signature bori,31,32
PK2906,Bori,Khalli walli,Altaf bhai ki signature bori,60,44
PK5167,Bori,Khalli walli,Altaf bhai ki signature bori,26,37
PK1567,Bori,Khalli walli,Altaf bhai ki signature bori,46,60
PK2289,Bori,Khalli walli,Altaf bhai ki signature bori,60,22
PK4381,Bori,Khalli walli,Altaf bhai ki signature bori,26,38
PK2641,Bori,Khalli walli,Altaf bhai ki signature bori,53,31
PK2060,Bori,Khalli walli,Altaf bhai ki signature bori,26,70
PK1876,Bori,Khalli walli,Altaf bhai ki signature bori,52,95
PK2515,Bori,Khalli walli,Altaf bhai ki signature bori,45,33
PK4425,Bori,Khalli walli,Altaf bhai ki signature bori,34,95
PK1169,Bori,Khalli walli,Altaf bhai ki signature bori,32,78
PK3063,Bori,Khalli walli,Altaf bhai ki signature bori,39,52
PK1569,Bori,Khalli walli,Altaf bhai ki signature bori,43,87
PK2837,Bori,Khalli walli,Altaf bhai ki signature bori,56,30
PK2070,Bori,Khalli walli,Altaf bhai ki signature bori,20,91
PK1861,Bori,Khalli walli,Altaf bhai ki signature bori,39,89
PK2498,Bori,Khalli walli,Altaf bhai ki signature bori,45,90
PK2377,Bori,Khalli walli,Altaf bhai ki signature bori,32,78
PK2666,Bori,Khalli walli,Altaf bhai ki signature bori,52,49
PK1669,Bori,Khalli walli,Altaf bhai ki signature bori,26,98
PK2747,Bori,Khalli walli,Altaf bhai ki signature bori,40,40
PK3296,Bori,Khalli walli,Altaf bhai ki signature bori,32,40
PK1522,Bori,Khalli walli,Altaf bhai ki signature bori,39,80
PK1254,Bori,Khalli walli,Altaf bhai ki signature bori,45,34
PK3212,Bori,Khalli walli,Altaf bhai ki signature bori,23,53
PK2367,Bori,Khalli walli,Altaf bhai ki signature bori,32,74
PK1172,Bori,Khalli walli,Altaf bhai ki signature bori,60,87
PK3695,Bori,Khalli walli,Altaf bhai ki signature bori,54,52
PK1460,Bori,Khalli walli,Altaf bhai ki signature bori,35,46
PK3091,Bori,Khalli walli,Altaf bhai ki signature bori,22,80
PK4677,Bori,Khalli walli,Altaf bhai ki signature bori,57,84
PK3198,Bori,Khalli walli,Altaf bhai ki signature bori,56,45
PK1383,Bori,Khalli walli,Altaf bhai ki signature bori,24,30
PK2153,Bori,Khalli walli,Altaf bhai ki signature bori,21,29
PK5256,Bori,Khalli walli,Altaf bhai ki signature bori,57,63
PK2632,Bori,Khalli walli,Altaf bhai ki signature bori,58,36
PK1821,Bori,Khalli walli,Altaf bhai ki signature bori,51,69
PK1980,Bori,Khalli walli,Altaf bhai ki signature bori,49,52
PK3047,Bori,Khalli walli,Altaf bhai ki signature bori,25,30
PK3556,Bori,Khalli walli,Altaf bhai ki signature bori,60,26
PK4925,Bori,Khalli walli,Altaf bhai ki signature bori,49,48
PK3095,Bori,Khalli walli,Altaf bhai ki signature bori,26,36
PK2485,Bori,Khalli walli,Altaf bhai ki signature bori,47,90
PK2603,Bori,Khalli walli,Altaf bhai ki signature bori,37,20
PK1553,Bori,Khalli walli,Altaf bhai ki signature bori,51,81
PK3426,Bori,Khalli walli,Altaf bhai ki signature bori,34,63
PK2761,Bori,Khalli walli,Altaf bhai ki signature bori,25,37
PK3248,Bori,Khalli walli,Altaf bhai ki signature bori,49,25
PK1983,Bori,Khalli walli,Altaf bhai ki signature bori,53,98
PK4725,Bori,Khalli walli,Altaf bhai ki signature bori,22,92
PK5321,Bori,Khalli walli,Altaf bhai ki signature bori,47,70
PK5078,Bori,Khalli walli,Altaf bhai ki signature bori,60,52
PK5209,Bori,Khalli walli,Altaf bhai ki signature bori,54,96
PK2041,Bori,Khalli walli,Altaf bhai ki signature bori,25,48
PK2946,Bori,Khalli walli,Altaf bhai ki signature bori,36,88
PK2025,Bori,Khalli walli,Altaf bhai ki signature bori,46,38
PK5341,Bori,Khalli walli,Altaf bhai ki signature bori,60,56
PK5533,Bori,Khalli walli,Altaf bhai ki signature bori,37,43
PK4653,Bori,Khalli walli,Altaf bhai ki signature bori,59,98
PK2762,Bori,Khalli walli,Altaf bhai ki signature bori,53,77
PK4492,Bori,Khalli walli,Altaf bhai ki signature bori,20,59
PK3534,Bori,Khalli walli,Altaf bhai ki signature bori,30,54
PK2238,Bori,Khalli walli,Altaf bhai ki signature bori,49,84
PK3421,Bori,Khalli walli,Altaf bhai ki signature bori,57,52
PK1425,Bori,Khalli walli,Altaf bhai ki signature bori,59,21
PK5364,Bori,Khalli walli,Altaf bhai ki signature bori,33,100
PK3062,Bori,Khalli walli,Altaf bhai ki signature bori,58,84
PK3507,Bori,Khalli walli,Altaf bhai ki signature bori,45,38
PK4584,Bori,Khalli walli,Altaf bhai ki signature bori,56,98
PK5503,Bori,Khalli walli,Altaf bhai ki signature bori,43,30
PK2487,Bori,Khalli walli,Altaf bhai ki signature bori,47,42
PK4666,Bori,Khalli walli,Altaf bhai ki signature bori,24,86
PK3029,Bori,Khalli walli,Altaf bhai ki signature bori,43,43
PK3763,Bori,Khalli walli,Altaf bhai ki signature bori,31,21
PK4741,Bori,Khalli walli,Altaf bhai ki signature bori,33,51
PK4403,Bori,Khalli walli,Altaf bhai ki signature bori,50,30
PK1380,Bori,Khalli walli,Altaf bhai ki signature bori,58,62
PK3128,Bori,Khalli walli,Altaf bhai ki signature bori,60,55
PK2241,Bori,Khalli walli,Altaf bhai ki signature bori,24,72
PK4055,Bori,Khalli walli,Altaf bhai ki signature bori,55,73
PK4633,Bori,Khalli walli,Altaf bhai ki signature bori,49,39
PK5504,Bori,Khalli walli,Altaf bhai ki signature bori,42,88
PK3481,Bori,Khalli walli,Altaf bhai ki signature bori,32,48
PK4636,Bori,Khalli walli,Altaf bhai ki signature bori,48,59
PK1703,Bori,Khalli walli,Altaf bhai ki signature bori,29,71
PK4020,Bori,Khalli walli,Altaf bhai ki signature bori,58,88
PK4565,Bori,Khalli walli,Altaf bhai ki signature bori,36,93
PK5491,Bori,Khalli walli,Altaf bhai ki signature bori,43,36
PK4787,Bori,Khalli walli,Altaf bhai ki signature bori,41,38
PK4656,Bori,Khalli walli,Altaf bhai ki signature bori,31,91
PK2044,Bori,Khalli walli,Altaf bhai ki signature bori,59,97
PK4125,Bori,Khalli walli,Altaf bhai ki signature bori,56,69
PK1337,Bori,Khalli walli,Altaf bhai ki signature bori,39,25
PK4926,Bori,Khalli walli,Altaf bhai ki signature bori,57,31
PK3140,Bori,Khalli walli,Altaf bhai ki signature bori,23,23
PK1353,Bori,Khalli walli,Altaf bhai ki signature bori,53,67
PK2737,Bori,Khalli walli,Altaf bhai ki signature bori,26,60
PK1336,Bori,Khalli walli,Altaf bhai ki signature bori,27,43
PK2273,Bori,Khalli walli,Altaf bhai ki signature bori,47,87
PK4894,Bori,Khalli walli,Altaf bhai ki signature bori,46,65
PK4014,Bori,Khalli walli,Altaf bhai ki signature bori,25,20
PK4329,Bori,Khalli walli,Altaf bhai ki signature bori,59,20
PK5397,Bori,Khalli walli,Altaf bhai ki signature bori,30,73
PK4647,Bori,Khalli walli,Altaf bhai ki signature bori,48,41
PK1556,Bori,Khalli walli,Altaf bhai ki signature bori,49,39
PK2789,Bori,Khalli walli,Altaf bhai ki signature bori,21,99
PK3610,Bori,Khalli walli,Altaf bhai ki signature bori,58,82
PK3348,Bori,Khalli walli,Altaf bhai ki signature bori,56,23
PK1485,Bori,Khalli walli,Altaf bhai ki signature bori,35,66
PK1116,Bori,Khalli walli,Altaf bhai ki signature bori,54,82
PK1538,Bori,Khalli walli,Altaf bhai ki signature bori,35,55
PK3721,Bori,Khalli walli,Altaf bhai ki signature bori,43,78
PK2329,Bori,Khalli walli,Altaf bhai ki signature bori,37,36
PK3509,Bori,Khalli walli,Altaf bhai ki signature bori,48,56
PK2081,Bori,Khalli walli,Altaf bhai ki signature bori,26,34
PK2554,Bori,Khalli walli,Altaf bhai ki signature bori,53,21
PK2630,Bori,Khalli walli,Altaf bhai ki signature bori,47,76
PK3153,Bori,Khalli walli,Altaf bhai ki signature bori,25,68
PK2457,Bori,Khalli walli,Altaf bhai ki signature bori,54,49
PK4684,Bori,Khalli walli,Altaf bhai ki signature bori,57,31
PK3604,Bori,Khalli walli,Altaf bhai ki signature bori,54,30
PK1542,Bori,Khalli walli,Altaf bhai ki signature bori,34,39
PK2042,Bori,Khalli walli,Altaf bhai ki signature bori,32,81
PK2809,Bori,Khalli walli,Altaf bhai ki signature bori,44,81
PK3061,Bori,Khalli walli,Altaf bhai ki signature bori,24,57
PK5138,Bori,Khalli walli,Altaf bhai ki signature bori,40,33
PK3203,Bori,Khalli walli,Altaf bhai ki signature bori,24,70
PK2155,Bori,Khalli walli,Altaf bhai ki signature bori,25,89
PK2663,Bori,Khalli walli,Altaf bhai ki signature bori,24,30
PK2703,Bori,Khalli walli,Altaf bhai ki signature bori,54,94
PK5205,Bori,Khalli walli,Altaf bhai ki signature bori,44,32
PK5184,Bori,Khalli walli,Altaf bhai ki signature bori,58,65
PK3106,Bori,Khalli walli,Altaf bhai ki signature bori,39,88
PK2279,Bori,Khalli walli,Altaf bhai ki signature bori,55,25
PK3873,Bori,Khalli walli,Altaf bhai ki signature bori,37,60
PK3400,Bori,Khalli walli,Altaf bhai ki signature bori,22,65
PK1308,Bori,Khalli walli,Altaf bhai ki signature bori,37,80
PK4339,Bori,Khalli walli,Altaf bhai ki signature bori,38,50
PK4733,Bori,Khalli walli,Altaf bhai ki signature bori,59,92
PK4360,Bori,Khalli walli,Altaf bhai ki signature bori,38,75
PK1599,Bori,Khalli walli,Altaf bhai ki signature bori,58,99
PK1555,Bori,Khalli walli,Altaf bhai ki signature bori,57,87
PK2053,Bori,Khalli walli,Altaf bhai ki signature bori,32,23
PK4064,Bori,Khalli walli,Altaf bhai ki signature bori,49,74
PK4566,Bori,Khalli walli,Altaf bhai ki signature bori,29,54
PK5357,Bori,Khalli walli,Altaf bhai ki signature bori,27,59
PK2006,Bori,Khalli walli,Altaf bhai ki signature bori,20,82
PK3694,Bori,Khalli walli,Altaf bhai ki signature bori,30,37
PK5388,Bori,Khalli walli,Altaf bhai ki signature bori,54,23
PK1978,Bori,Khalli walli,Altaf bhai ki signature bori,48,38
PK2266,Bori,Khalli walli,Altaf bhai ki signature bori,54,32
PK3366,Bori,Khalli walli,Altaf bhai ki signature bori,57,43
PK2587,Bori,Khalli walli,Altaf bhai ki signature bori,59,92
PK1933,Bori,Khalli walli,Altaf bhai ki signature bori,32,91
PK1719,Bori,Khalli walli,Altaf bhai ki signature bori,31,44
PK1766,Bori,Khalli walli,Altaf bhai ki signature bori,59,38
PK1463,Bori,Khalli walli,Altaf bhai ki signature bori,20,91
PK2474,Bori,Khalli walli,Altaf bhai ki signature bori,50,41
PK1444,Bori,Khalli walli,Altaf bhai ki signature bori,51,67
PK2786,Bori,Khalli walli,Altaf bhai ki signature bori,52,57
PK2047,Bori,Khalli walli,Altaf bhai ki signature bori,26,70
PK4488,Bori,Khalli walli,Altaf bhai ki signature bori,25,57
PK3518,Bori,Khalli walli,Altaf bhai ki signature bori,40,94
PK4416,Bori,Khalli walli,Altaf bhai ki signature bori,24,79
PK1122,Bori,Khalli walli,Altaf bhai ki signature bori,40,51
